,gameId,top,jungle,mid,carry,support,count_top,count_jungle,count_mid,count_carry,count_support,champ_WR_dif,B_tier,R_tier
245,4735972224,3,4,3,5,6,4,3,1,2,5,0.014919999999999978,3.4,2.4
1406,4736026854,2,5,1,5,6,3,3,1,5,2,0.024739999999999974,1.6,1.4
2101,4736090444,2,3,4,5,6,3,4,1,5,6,-0.0029400000000000203,2.2,2.2
267,4736130409,3,1,1,5,2,3,4,4,5,6,-0.0032399999999999985,2.4,3.6
335,4736136409,1,1,1,5,6,3,2,4,5,2,-0.024119999999999996,2.0,2.2
729,4736151038,2,1,5,5,4,3,3,5,5,3,-0.01539999999999997,2.6,2.0
619,4736173374,4,5,5,5,6,3,3,1,5,6,-0.01988,2.0,2.0
1945,4736177413,3,3,4,5,2,2,3,5,5,6,0.0065400000000000015,2.6,1.8
807,4736219571,3,4,5,5,4,3,3,2,5,6,-0.00978,2.4,2.0
889,4736220931,2,2,4,5,2,2,5,1,5,4,-0.0062000000000000275,2.6,2.2
238,4736242514,2,1,4,5,2,2,1,6,5,2,0.014859999999999974,1.2,1.8
1046,4736304235,2,3,1,5,6,3,4,3,5,6,0.009519999999999983,2.2,2.0
1944,4736319382,3,3,3,4,6,5,3,1,4,6,0.028900000000000002,3.2,3.8
814,4736356729,3,1,4,5,6,3,3,5,5,6,-0.0033199999999999784,2.6,2.8
228,4736369604,5,1,5,5,6,2,4,1,3,4,-0.005060000000000009,1.4,3.0
1761,4736379225,3,3,1,5,6,3,1,4,5,6,-0.0036999999999999924,3.0,1.6
1895,4736383892,3,1,2,5,4,3,1,1,5,2,0.01509999999999998,2.0,2.2
171,4736409238,3,1,1,5,4,2,1,1,5,5,0.016199999999999982,2.2,1.8
1215,4736414755,3,4,1,5,6,3,3,1,5,6,-0.020000000000000018,2.6,2.2
1762,4736432297,2,5,1,5,6,3,1,3,5,2,0.008220000000000005,1.8,2.6
728,4736455019,5,2,3,5,6,3,3,3,5,5,-0.004460000000000008,3.2,3.2
74,4736459715,3,1,4,5,6,3,3,4,5,6,0.010099999999999987,3.6,2.8
1405,4736470948,3,5,6,5,6,3,1,4,4,6,-0.014500000000000002,1.8,1.6
1133,4736497273,3,3,4,5,6,3,3,4,5,2,-0.011740000000000018,3.4,2.0
2109,4736513205,2,4,5,5,6,3,4,4,5,6,0.010199999999999976,2.2,3.6
1318,4736528002,3,3,4,5,6,3,2,5,5,4,0.003100000000000003,2.0,1.8
1207,4736542055,5,3,3,5,3,3,3,2,5,6,0.004980000000000007,2.8,2.0
169,4736639985,3,2,5,5,3,4,2,1,5,4,-0.015600000000000013,1.6,2.0
170,4736674292,1,3,4,5,6,2,3,4,5,6,0.003039999999999976,2.4,2.0
266,4736694239,3,3,4,5,6,3,1,3,5,3,0.02450000000000001,2.8,3.6
1120,4736706020,5,3,3,5,2,5,4,2,5,6,-0.016280000000000017,2.0,2.2
2108,4736706399,3,3,1,5,4,5,4,3,5,6,0.009699999999999997,2.0,2.6
1021,4736805014,5,3,1,5,3,3,3,1,5,3,-0.009179999999999999,2.6,2.8
1656,4736806484,5,1,3,5,6,3,3,4,5,4,0.004899999999999993,2.4,3.6
1507,4736846550,3,3,1,4,6,3,3,5,3,2,0.016860000000000007,2.6,2.8
1655,4736859455,4,1,1,5,6,3,4,4,5,6,-0.007260000000000022,2.8,3.0
959,4736872166,3,1,1,5,6,3,5,4,5,6,0.005719999999999992,1.6,2.2
626,4736887431,4,3,4,5,6,4,4,2,5,3,-0.01100000000000002,3.6,2.4
1700,4736911303,5,3,1,5,6,3,2,4,5,4,0.012960000000000005,1.4,2.8
900,4736912868,3,5,1,5,,2,4,3,5,4,-0.10240000000000002,2.0,2.6
207,4737065393,3,4,1,5,6,3,3,1,5,4,0.0019999999999999797,3.0,2.2
1518,4737096118,5,2,4,5,3,3,3,4,5,1,0.001440000000000008,2.2,2.4
1923,4737120842,1,5,4,5,6,2,4,3,5,4,-0.009360000000000012,2.0,1.4
936,4737123212,3,3,4,5,6,3,3,2,5,5,-0.0032800000000000164,3.4,2.4
949,4737149357,3,1,1,5,3,3,1,1,5,1,-0.003180000000000016,1.6,2.0
1710,4737180959,3,4,1,5,6,3,4,3,5,2,0.02033999999999997,2.6,2.6
177,4737188836,1,1,4,5,3,3,1,3,5,3,-0.022099999999999998,3.6,3.0
206,4737193458,3,4,1,5,3,3,3,5,1,6,0.04092,2.6,2.0
1384,4737204439,3,3,3,3,5,3,5,3,5,6,-0.00925999999999998,3.2,2.0
178,4737213258,3,3,1,4,4,1,4,3,5,4,-0.025960000000000004,2.4,2.6
1122,4737224562,5,1,2,4,6,4,4,1,5,4,0.018039999999999966,1.4,3.0
1760,4737246821,3,5,4,5,6,3,3,4,5,6,0.0036599999999999966,2.6,1.8
516,4737285020,4,1,5,5,6,3,4,1,5,6,-0.025760000000000016,4.0,3.0
1922,4737311365,6,1,3,5,6,1,3,4,5,2,0.013279999999999981,2.0,2.4
515,4737317654,2,3,1,5,4,2,3,1,5,6,0.006900000000000017,3.0,2.2
1404,4737335348,3,1,1,5,6,3,3,1,5,3,0.014979999999999993,2.6,2.8
265,4737348633,3,4,3,5,2,3,1,1,5,6,0.010559999999999958,2.4,2.6
518,4737421105,3,4,4,5,6,2,3,1,5,6,0.02035999999999998,2.0,2.4
1759,4737483988,3,3,4,5,6,3,3,4,5,6,0.0034399999999999873,2.6,2.4
1810,4737486721,5,5,4,5,2,5,3,3,5,6,0.026039999999999987,2.2,3.4
1569,4737488218,3,3,4,5,3,3,2,1,3,6,-0.014880000000000004,1.2,2.4
2061,4737526668,3,4,1,5,6,3,4,1,5,3,-0.0012799999999999923,2.4,1.8
23,4737552048,3,5,1,5,6,3,1,1,5,6,0.0008599999999999608,1.4,3.0
1568,4737573347,3,2,3,5,6,3,3,4,5,5,0.02422,2.6,2.4
863,4737585256,3,5,3,5,4,3,3,1,5,6,-0.001100000000000001,3.0,1.8
625,4737623103,3,3,,1,,2,3,2,5,6,-0.21930000000000005,0.8,3.2
1403,4737650625,3,1,4,5,6,3,1,2,5,6,-0.005279999999999996,2.2,2.4
2066,4737664957,3,3,4,5,2,3,3,4,5,2,0.014479999999999982,2.2,3.0
1921,4737674909,3,5,1,5,3,2,3,3,5,2,-0.003620000000000001,2.8,2.4
2152,4737683029,3,3,4,5,6,2,3,4,5,6,-0.01923999999999996,1.8,1.8
714,4737724838,3,3,3,5,6,3,1,1,5,6,0.018360000000000008,2.4,2.6
1280,4737748564,3,3,4,4,2,3,2,1,3,4,0.026160000000000017,1.4,3.6
1889,4737789014,6,5,4,5,2,2,3,3,5,6,0.014759999999999995,1.8,2.8
311,4737802909,3,4,6,5,6,3,4,1,5,6,0.01020000000000002,2.8,2.4
1279,4737827789,3,1,1,5,4,3,2,4,5,2,-0.019979999999999987,2.0,2.0
953,4737839826,3,5,4,4,5,3,4,1,5,3,0.0029000000000000024,1.6,2.0
1121,4737852672,3,1,2,5,2,3,3,4,5,3,0.011759999999999982,2.0,3.8
1411,4737928931,4,3,2,5,3,1,3,4,5,6,0.012339999999999985,2.6,2.4
1278,4737946182,3,3,4,5,2,3,1,1,5,3,9.999999999998899e-05,2.2,1.4
1709,4737950727,3,5,4,5,6,2,3,4,5,2,-0.012340000000000018,2.2,2.6
1034,4737959477,3,3,2,5,6,3,1,1,5,6,0.020599999999999997,2.2,3.0
888,4737968533,3,3,4,5,4,3,3,4,5,6,0.030419999999999947,1.8,3.6
1033,4738049924,4,3,1,5,6,3,3,4,5,2,-0.021140000000000013,1.8,2.0
471,4738050339,3,1,1,5,6,3,1,3,5,3,-0.0023199999999999775,2.8,2.2
291,4738052167,6,3,1,5,6,3,1,4,5,4,0.0016400000000000082,2.4,3.0
1758,4738083561,3,3,1,5,4,3,4,1,3,6,0.01634000000000002,2.6,2.4
1132,4738091614,1,3,1,3,3,5,1,3,5,6,0.0015400000000000192,0.8,3.6
904,4738244527,4,3,4,5,3,3,1,6,2,,0.06797999999999998,1.8,0.6
1608,4738281051,3,4,2,5,2,4,5,1,5,2,0.01841999999999997,2.2,1.6
672,4738314529,2,3,1,5,2,5,4,1,5,2,0.030420000000000003,2.2,2.6
152,4738342694,2,1,4,5,6,4,3,5,5,5,0.022719999999999997,2.2,2.0
671,4738462108,3,3,1,5,6,3,2,2,5,3,0.007780000000000009,2.6,2.2
1402,4738563661,1,5,4,5,4,3,1,2,5,2,0.006220000000000003,2.8,2.2
1523,4738600096,3,1,4,5,6,3,3,4,5,5,0.00935999999999999,2.8,2.4
1410,4738643410,3,1,4,5,6,3,1,4,5,2,0.00381999999999999,2.4,2.4
1943,4738648886,3,2,1,5,6,3,4,1,5,2,-0.003820000000000012,2.6,3.0
1809,4738678734,2,1,3,5,6,3,1,1,5,1,0.004399999999999982,2.8,1.8
952,4738687810,3,3,1,5,4,5,4,4,5,2,-2.2204460492503132e-17,3.2,3.0
395,4738708372,3,5,2,3,4,3,4,4,5,2,0.011100000000000021,3.4,2.6
2100,4738763293,3,3,4,5,6,6,5,4,5,2,0.018200000000000015,2.0,1.4
253,4738777702,2,2,4,5,4,2,1,1,5,2,-0.00033999999999999585,3.2,1.8
1166,4738796515,3,4,1,5,2,2,4,3,5,6,0.006559999999999999,1.4,2.6
237,4738797583,3,3,4,5,2,3,1,4,5,6,-0.009020000000000005,2.6,2.4
254,4738800222,2,1,1,5,2,3,1,4,5,6,0.015059999999999995,1.8,3.4
1085,4738833718,3,1,4,5,4,3,1,3,5,4,-0.01886,2.8,2.4
2149,4738845395,3,4,3,5,6,1,1,1,5,4,0.01904,3.4,3.0
2099,4738848141,3,3,2,5,4,3,1,1,5,4,0.008240000000000015,2.6,2.0
1482,4738877433,2,1,4,5,6,5,2,4,5,3,0.014380000000000004,2.2,2.8
1808,4738911893,6,3,5,5,6,2,3,4,5,4,0.004300000000000015,2.2,2.6
1775,4738924107,3,4,4,5,4,4,3,4,5,6,0.01641999999999999,2.6,3.2
49,4738934057,3,1,4,5,6,2,5,4,5,2,-0.01784,3.6,1.2
1094,4738972119,2,1,2,5,2,3,5,3,5,6,0.005520000000000002,3.0,2.2
1807,4739020573,4,1,3,5,2,3,5,1,5,6,-0.0045799999999999955,2.4,2.0
2098,4739040036,3,3,3,5,4,1,3,5,5,2,0.02472,2.6,1.8
1904,4739053317,3,3,1,5,6,5,3,3,5,4,0.01866,1.6,3.4
2148,4739073933,3,3,3,5,6,2,2,1,5,6,-0.017000000000000015,1.8,2.4
1131,4739084199,4,5,3,5,2,2,4,1,5,3,-0.006020000000000003,1.2,2.6
1084,4739089511,3,4,5,5,6,3,1,4,5,6,-0.007040000000000002,2.6,2.8
136,4739096893,5,4,4,5,6,2,1,1,5,4,0.002979999999999994,3.4,2.4
849,4739157689,3,4,5,5,4,6,5,1,5,4,0.003499999999999992,2.4,1.8
487,4739160962,3,1,4,5,,2,5,6,5,6,-0.13212000000000002,1.8,1.4
1903,4739208008,3,3,5,5,4,2,3,3,5,2,-0.013360000000000006,2.8,2.4
848,4739268186,2,1,1,5,6,3,3,4,5,6,0.013519999999999999,2.6,1.8
1119,4739269773,4,3,3,3,6,3,5,4,5,6,-0.03806000000000002,2.4,2.0
491,4739274645,3,6,4,5,4,2,3,5,5,2,-0.015519999999999989,2.4,2.0
128,4739282580,3,3,4,5,6,4,4,5,5,4,0.010720000000000007,2.8,2.0
727,4739290258,2,1,4,3,6,2,3,1,5,6,-0.006999999999999995,3.2,2.4
54,4739296025,3,1,4,5,4,3,2,5,5,4,-0.017820000000000003,2.4,2.4
55,4739314094,4,1,3,5,6,1,3,3,5,6,0.023780000000000013,1.6,3.0
1574,4739350765,3,5,4,5,2,5,1,6,5,6,0.0013200000000000323,1.6,1.8
1178,4739437852,3,5,2,5,6,6,3,3,5,,0.10336000000000001,2.4,1.4
1878,4739440345,3,3,1,5,2,1,3,3,5,3,0.041779999999999984,2.2,3.0
1427,4739482416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0
1888,4739495344,3,3,1,5,6,4,5,4,5,2,-0.015560000000000008,3.0,1.6
1357,4739516145,3,3,3,5,2,3,4,1,5,6,0.022580000000000024,2.4,3.0
1356,4739519861,3,4,3,5,6,3,5,3,5,6,-0.018320000000000013,3.2,2.2
1322,4739541708,2,1,4,5,3,3,3,3,4,3,0.016979999999999995,1.8,3.0
925,4739669888,2,3,1,5,6,1,5,4,5,6,-0.013620000000000021,2.4,1.6
1774,4739896283,3,4,1,5,6,5,5,4,5,2,-0.0036000000000000363,2.0,1.6
1723,4739901090,3,4,1,5,3,3,1,1,3,3,-0.0021599999999999953,2.8,2.2
1032,4739917249,3,1,4,5,1,3,1,3,5,4,0.020119999999999992,1.8,2.6
1877,4739932936,2,4,1,5,6,3,3,1,5,3,0.0025799999999999933,3.4,1.6
1020,4739939986,3,3,4,5,6,3,1,1,5,6,0.029539999999999976,2.6,2.2
771,4739966232,3,5,4,5,4,6,1,4,5,2,0.0059399999999999896,1.8,2.0
1177,4740060905,1,2,1,5,5,2,1,3,5,2,-0.002100000000000013,2.0,1.6
781,4740068360,3,2,1,5,6,1,5,4,5,6,0.016359999999999996,1.6,1.6
798,4740082020,2,3,3,4,5,6,5,4,5,1,0.006380000000000019,2.2,1.6
1304,4740207122,5,2,4,5,4,3,1,1,5,4,0.003979999999999995,2.2,2.8
1065,4740224059,2,5,4,5,6,3,3,1,5,4,0.007259999999999966,1.6,2.2
567,4740252045,2,3,1,4,2,3,5,2,5,6,0.008359999999999989,2.6,2.6
1757,4740257218,4,1,1,5,3,3,1,1,5,6,-0.01703999999999999,1.4,3.0
684,4740276116,4,3,1,5,6,3,6,1,5,6,0.007859999999999968,2.6,2.4
813,4740326135,3,3,1,5,6,3,5,2,5,6,-0.014500000000000002,2.6,2.0
1649,4740330961,3,2,4,5,3,4,3,1,5,4,0.014679999999999993,2.8,2.6
1648,4740335597,3,5,4,5,5,3,3,4,5,4,0.003979999999999995,2.4,2.4
441,4740368900,3,3,3,5,6,3,3,4,5,6,-0.0017000000000000014,2.6,2.0
310,4740388539,3,3,3,5,2,4,3,1,5,2,0.02407999999999999,3.2,2.6
1647,4740403553,1,1,3,5,6,,3,1,5,6,0.10801999999999998,3.4,1.6
1127,4740435685,3,1,1,5,4,5,3,2,5,6,-0.028239999999999998,2.8,2.2
432,4740437173,3,1,3,3,5,2,5,1,5,6,-0.016199999999999992,3.2,2.2
1522,4740457109,3,3,4,5,2,2,5,4,3,3,0.023819999999999997,1.6,2.2
1986,4740547855,2,3,1,5,2,3,3,4,5,4,0.03158,2.2,2.6
2065,4740732362,3,3,5,5,4,3,1,4,5,4,-0.0128,2.4,3.2
973,4740763830,3,3,4,5,6,2,5,4,5,6,-0.0033800000000000054,2.2,1.8
236,4740785081,3,4,5,5,2,3,5,4,5,3,0.006540000000000013,2.2,1.4
85,4740855260,2,1,4,5,6,3,3,4,5,6,0.0055000000000000274,2.6,3.0
1985,4740863334,3,1,2,5,3,3,4,4,5,2,-0.003279999999999994,2.6,2.6
658,4740887777,2,1,1,5,3,3,3,3,5,5,-0.01097999999999999,2.6,2.8
290,4740926206,3,3,1,5,6,4,1,5,5,6,0.007920000000000005,3.2,1.0
1490,4741068936,2,3,1,5,6,3,1,4,5,3,-0.0061800000000000075,3.0,2.2
1045,4741164453,3,2,4,5,4,4,4,2,5,6,0.01748000000000003,2.4,1.2
100,4741231943,3,1,4,5,4,2,5,1,5,3,-0.0006799999999999917,2.2,1.8
84,4741357016,3,5,4,5,2,2,4,1,5,6,-0.01182000000000002,2.6,1.6
1038,4741531926,2,3,5,5,4,1,2,4,5,3,-0.0033199999999999784,2.8,2.6
1646,4741549150,2,3,3,5,1,3,1,4,5,6,0.008579999999999977,2.6,3.0
1894,4741550940,2,1,5,5,6,3,5,1,5,2,-0.008940000000000014,2.4,2.0
574,4741573313,5,4,1,5,2,2,3,3,5,3,0.01482,1.8,3.0
289,4741577129,2,3,1,5,6,6,5,3,5,6,-0.007880000000000031,2.0,2.0
697,4741594121,3,3,1,5,3,2,2,4,5,4,-0.010299999999999986,3.0,2.8
416,4741595868,3,5,1,5,6,3,3,4,5,6,0.005759999999999976,1.6,2.4
797,4741599001,2,5,5,5,6,2,2,4,3,5,-0.010120000000000028,1.8,3.0
1489,4741602666,3,3,1,5,6,3,3,1,5,4,0.009419999999999984,2.2,2.2
2126,4741626356,3,3,1,5,6,3,3,1,5,5,-0.00738000000000002,2.4,2.4
1055,4741665146,3,3,2,5,6,3,2,2,5,5,-0.013460000000000017,1.8,2.0
385,4741668180,3,1,1,5,3,5,3,3,5,6,0.009580000000000023,2.4,2.8
2051,4741668329,4,4,3,5,6,3,3,4,5,6,-0.0027000000000000023,2.8,2.0
167,4741668914,3,3,4,5,6,2,4,3,5,6,-0.01631999999999999,2.0,2.6
1645,4741684120,5,5,5,5,2,4,4,1,5,6,0.004379999999999995,0.8,1.4
105,4741697240,3,1,5,5,6,2,5,2,5,6,-0.026519999999999988,2.4,2.2
887,4741701096,2,2,5,5,4,2,3,4,5,2,0.0116,2.8,2.2
168,4741711051,3,5,4,5,2,6,3,3,5,2,0.022819999999999986,2.0,2.0
1506,4741720351,5,3,4,5,2,3,1,1,5,6,0.02959999999999998,2.6,3.4
486,4741730764,1,2,5,5,2,3,1,4,5,2,0.0005599999999999717,2.2,2.2
2125,4741744725,2,5,4,5,6,3,1,1,5,4,0.014939999999999998,2.8,2.6
876,4741769559,3,1,1,5,4,3,3,3,5,6,0.014600000000000002,2.6,2.0
1270,4741777586,2,4,4,5,6,3,5,1,5,6,-0.013780000000000037,2.2,1.4
945,4741789666,2,4,2,5,6,3,4,1,5,4,0.01205999999999997,1.6,2.6
1481,4741812854,5,2,4,5,2,1,3,3,5,6,0.03759999999999999,2.2,2.6
1214,4741813604,2,5,4,5,4,4,1,1,5,4,0.023279999999999978,1.8,2.8
877,4741815897,5,3,4,5,4,3,1,4,5,4,0.011159999999999993,2.4,2.6
812,4741830562,3,5,4,5,3,2,5,1,5,6,-0.006879999999999997,2.6,1.8
1920,4741839994,2,2,3,5,2,5,3,4,5,6,0.019999999999999997,1.2,3.2
1644,4741850031,2,3,1,5,3,3,3,1,5,4,-0.024019999999999996,1.8,1.8
726,4741854585,3,1,3,5,6,3,3,1,5,2,-0.0034599999999999852,3.0,2.6
1244,4741870277,3,3,4,5,5,2,1,4,3,6,-0.010339999999999993,2.6,3.2
1462,4741870599,3,5,4,5,6,3,5,4,5,6,0.01753999999999999,1.8,2.4
1517,4741878605,3,5,4,5,6,3,4,5,5,6,0.011539999999999972,2.4,3.0
811,4741900141,3,1,5,5,2,6,3,4,5,4,0.0003599999999999937,1.8,1.6
1941,4741902266,5,3,3,5,3,3,1,1,5,2,-0.004499999999999993,2.0,2.2
12,4741911021,4,3,3,5,6,3,5,6,5,2,-0.012779999999999968,3.6,2.0
573,4741941555,2,3,4,5,2,3,1,2,5,,0.11721999999999999,1.8,1.8
1969,4741985375,3,3,5,5,2,3,1,4,5,6,-0.024440000000000007,2.2,2.2
73,4741991572,2,3,1,5,3,5,3,4,5,6,-0.005320000000000003,1.2,2.6
1064,4742041121,3,1,1,5,2,3,3,4,5,6,0.0041999999999999815,1.6,3.0
72,4742051603,4,2,1,5,2,3,3,1,5,6,-0.0031600000000000074,1.8,1.6
1396,4742082796,3,1,5,5,2,2,3,4,5,6,-0.007000000000000006,1.6,2.0
1854,4742124002,3,5,4,5,5,2,5,4,5,6,-0.029579999999999995,1.6,1.8
958,4742124629,2,4,6,5,6,5,3,1,5,2,0.0030200000000000005,2.4,1.8
645,4742142790,3,3,2,5,5,3,3,1,5,2,-0.02246,2.0,1.6
2005,4742173059,3,5,1,5,6,3,2,1,5,6,-0.007060000000000011,2.0,2.6
440,4742218591,2,5,1,5,2,3,4,1,5,6,0.004479999999999984,1.6,3.0
770,4742232587,2,5,6,5,6,3,1,5,5,4,0.013439999999999997,1.8,2.0
1395,4742237384,3,3,1,5,2,3,3,1,5,6,-0.016559999999999974,3.0,2.2
1213,4742262249,5,3,4,5,3,5,3,5,5,3,-0.005339999999999989,1.2,1.8
756,4742280983,3,1,3,5,2,3,4,1,4,2,-0.012239999999999996,3.0,2.0
528,4742297918,2,1,1,5,3,2,5,2,5,6,-0.01544000000000001,3.0,2.8
2004,4742314387,3,2,1,5,2,1,4,3,5,6,0.026579999999999993,1.8,2.8
83,4742341093,2,3,4,5,3,3,4,5,5,6,0.015359999999999962,1.8,3.0
1355,4742351340,3,3,5,5,6,6,3,4,5,2,-0.011119999999999986,1.8,1.4
298,4742377397,2,1,1,5,2,3,3,4,5,3,-6.0000000000004494e-05,2.2,2.0
1242,4742463634,2,4,1,5,2,3,3,1,5,3,0.027600000000000003,2.8,1.4
1354,4742468250,4,5,1,5,6,5,2,1,,6,0.08357999999999997,2.2,1.0
514,4742471964,3,5,4,5,6,3,4,3,5,6,-0.017259999999999998,2.4,3.2
1699,4742484800,1,3,4,5,2,3,5,5,3,6,-0.006160000000000032,2.6,2.4
324,4742491502,3,3,1,5,2,3,3,4,5,2,0.030699999999999984,2.6,3.2
1773,4742500328,3,1,3,5,6,3,1,2,5,5,0.006160000000000032,2.8,2.6
401,4742507964,3,5,4,4,2,3,2,4,5,2,0.027739999999999976,2.6,2.0
2,4742516401,3,1,4,5,5,5,2,5,5,6,-0.009579999999999988,2.2,1.6
2030,4742528920,3,1,3,5,4,3,5,4,5,6,-0.014900000000000002,2.6,1.8
527,4742537725,2,3,4,5,2,3,4,5,5,6,0.021179999999999987,2.4,3.0
886,4742538400,2,1,1,5,3,3,3,4,5,2,0.02455999999999997,2.6,2.8
19,4742544954,3,5,4,5,4,3,4,4,5,3,-0.0049799999999999844,2.0,3.0
1991,4742556884,3,1,4,5,4,3,2,1,5,6,-0.009640000000000015,2.8,2.6
584,4742567337,3,1,4,5,4,3,3,5,5,5,0.0024000000000000132,2.4,3.0
264,4742571299,1,5,4,5,6,5,1,3,1,6,0.022920000000000006,2.0,1.6
1798,4742577140,5,1,3,5,2,3,1,3,5,6,-0.006359999999999999,2.8,2.0
1853,4742590490,3,5,4,5,6,3,1,3,5,2,-0.005620000000000036,2.6,2.4
18,4742597895,3,4,1,5,2,3,1,3,5,6,-0.008040000000000025,2.6,3.2
1622,4742601645,3,3,1,5,4,5,2,4,5,6,-0.005000000000000027,3.6,3.0
1698,4742604383,3,3,4,5,6,3,4,1,5,6,-0.009180000000000021,3.8,1.6
1345,4742648822,1,3,1,4,6,3,4,6,5,6,-0.0024599999999999956,2.2,2.6
1185,4742649131,5,2,5,5,6,3,4,,5,,0.21492,2.8,1.8
1149,4742651169,2,5,4,5,2,3,3,4,5,6,0.0245,1.4,2.8
1852,4742655684,3,5,1,5,4,3,3,4,5,6,0.015080000000000005,1.8,2.6
1654,4742659474,1,5,5,4,3,4,3,3,5,6,0.01561999999999999,2.2,2.8
944,4742662925,3,1,3,5,6,4,2,1,5,3,0.038159999999999986,2.2,3.2
1997,4742667206,1,3,4,5,6,3,3,4,5,4,-0.019699999999999995,2.2,2.6
867,4742706295,3,4,1,5,5,4,3,3,5,2,0.016859999999999986,2.8,3.0
1344,4742706924,3,4,1,5,6,2,3,6,5,6,0.0036599999999999966,3.6,2.4
1192,4742745890,3,3,1,5,4,3,1,4,5,6,-0.006820000000000037,2.6,2.6
513,4742776805,2,3,4,5,3,4,5,1,5,2,0.0021599999999999953,3.0,1.8
1184,4742778495,2,2,4,5,2,3,3,2,5,4,0.013919999999999998,1.8,2.6
1942,4742780117,2,3,4,5,5,6,5,4,5,3,0.01627999999999997,2.2,1.6
1246,4742782988,4,5,4,5,2,3,1,4,5,6,0.011859999999999971,2.0,2.0
1772,4742794443,5,5,4,5,6,5,3,3,3,6,0.005820000000000003,2.8,3.8
17,4742796963,3,1,4,5,6,3,5,4,5,4,-0.012,2.6,2.0
566,4742917196,3,1,3,5,4,3,3,1,5,2,0.010140000000000015,2.6,2.0
2033,4742955001,3,1,4,1,6,3,3,4,5,,0.10761999999999998,3.0,1.8
16,4742958496,3,4,1,5,6,2,5,4,5,6,-0.006280000000000019,3.2,1.8
1851,4742963957,2,5,4,5,4,3,1,4,5,6,0.012159999999999982,2.2,3.2
1343,4743041739,3,4,6,5,4,5,3,4,5,6,0.011919999999999976,3.4,2.4
288,4743131364,4,3,1,5,6,4,5,4,5,2,-0.024259999999999993,2.0,3.2
1756,4743143703,1,1,1,5,6,4,1,1,5,6,-0.01996,2.4,3.2
1221,4743201840,3,5,2,5,2,4,2,1,5,2,-0.013500000000000022,1.8,1.4
1996,4743207165,3,2,3,5,6,3,3,1,5,2,0.01070000000000001,2.0,3.0
1245,4743210820,3,3,4,5,6,4,2,4,5,4,0.01873999999999999,2.6,2.6
1083,4743224288,5,1,3,5,4,2,3,2,5,4,-0.019299999999999973,2.6,2.4
1806,4743261092,3,3,4,5,2,2,1,3,5,2,0.012439999999999962,2.0,2.4
1010,4743268960,3,4,4,5,6,2,2,1,5,6,-0.018799999999999983,3.6,1.4
1770,4743278571,2,1,1,5,2,2,3,1,1,2,-0.023259999999999992,2.2,1.2
1135,4743282078,3,3,4,5,2,1,4,4,5,6,-0.012119999999999975,1.4,2.6
866,4743287716,3,5,1,5,6,3,3,4,5,3,0.00484,1.4,1.8
1771,4743300953,4,3,4,5,6,1,2,4,5,6,0.00494,2.4,2.6
2097,4743302409,3,5,3,5,2,3,3,1,5,,0.10089999999999999,2.0,1.6
577,4743304825,3,3,4,5,4,3,3,3,5,6,0.034219999999999993,2.8,2.6
1697,4743323433,3,4,3,5,4,3,1,3,5,2,-0.026059999999999993,3.2,2.4
1850,4743335279,2,3,4,5,6,5,2,1,5,6,0.011719999999999986,3.0,2.6
1755,4743340554,5,3,1,5,4,3,5,4,5,4,0.005959999999999965,2.0,2.0
769,4743349476,3,4,4,5,3,3,3,4,5,4,0.011560000000000004,2.4,2.8
768,4743416577,3,3,4,5,2,3,4,3,5,6,0.01603999999999999,2.4,3.2
583,4743438384,4,1,3,5,2,3,3,1,5,6,-0.009240000000000003,2.2,2.0
1030,4743442844,3,3,1,5,4,2,3,4,5,3,-0.03294000000000001,2.6,1.4
767,4743505754,3,1,4,5,4,3,4,1,5,6,-0.0016199999999999993,2.2,3.0
641,4743506932,2,5,4,5,6,3,3,4,5,6,0.01033999999999997,2.6,2.8
2060,4743561588,2,1,4,5,3,3,5,4,5,3,-0.005240000000000011,2.2,2.4
640,4743563489,3,3,4,5,6,3,5,4,5,4,-0.008500000000000018,2.4,2.2
766,4743570971,2,3,4,5,5,3,5,1,5,6,0.009739999999999981,2.2,1.8
1597,4743608731,5,5,3,,6,2,2,4,5,2,-0.10755999999999999,1.8,2.4
350,4743629625,3,5,1,5,3,3,1,1,5,6,0.004319999999999968,1.8,3.0
166,4743645604,1,1,4,5,2,2,3,4,5,6,-0.0015000000000000347,1.4,2.8
875,4743724155,1,5,1,5,6,3,5,4,5,6,0.011980000000000001,2.2,2.8
2059,4743725460,3,3,4,5,3,1,4,1,5,3,-0.0060800000000000185,2.0,1.8
874,4743744825,3,3,4,5,6,3,2,1,5,6,-0.010399999999999987,2.4,2.2
1201,4743750166,3,4,1,5,6,3,1,5,5,2,-0.009620000000000028,3.2,2.4
1241,4743750800,3,3,4,5,6,5,3,1,3,4,0.018920000000000003,1.6,3.0
765,4743753377,4,3,6,5,2,3,5,1,5,6,-0.025260000000000005,2.0,2.4
1152,4743755042,3,1,4,5,6,4,4,1,5,6,0.005580000000000018,3.0,3.6
970,4743755144,2,3,1,5,3,3,4,5,5,2,0.008619999999999971,2.0,2.4
764,4743778646,3,3,3,5,6,3,5,3,5,4,-0.004099999999999981,2.6,2.2
1738,4743792066,3,3,4,5,4,3,3,4,1,3,0.012919999999999997,2.4,1.6
